Make,Model,Variant,Ex-Showroom_Price(Rs),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(litres),Fuel_Type,Height(mm),Length(mm),Width(mm),Body_Type,Doors,City_Mileage(km/litre),Highway_Mileage(km/litre),ARAI_Certified_Mileage(km/litre),ARAI_Certified_Mileage_for_CNG(km/litre),Kerb_Weight(Kg),Gears,Ground_Clearance(mm),Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track(mm),Rear_Track(mm),Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(Litres),CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius(meter),Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Iobilizer,High_Speed_Alert_System,Lane_Watch_CameraSide_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recoended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Tata,Nano Genx,Xt,292667,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,,660,4,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Manual,2230,4 B X 12,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years /75000 Kms (years/distance whichever comes first),TRUE,Internal,110,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xe,236447,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,,725,4,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Manual,2230,4 B X 12,,TRUE,Not on offer,,TRUE,2 years /75000 Kms (years/distance whichever comes first),,Internal,110,,,TRUE,Digital,Front,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Emax Xm,296661,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,15,CNG,1652,3164,1750,Hatchback,4,,,,36,710,4,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Manual,2230,4 B X 12,,TRUE,Not on offer,,TRUE,2 years /75000 Kms (years/distance whichever comes first),,Internal,110,,,TRUE,Digital,Front,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xta,334768,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,21.9,,725,5,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Automatic,2230,4 B X 12,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years /75000 Kms (years/distance whichever comes first),TRUE,Internal,94,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xm,272223,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,,725,4,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Manual,2230,4 B X 12,,TRUE,Not on offer,,TRUE,2 years /75000 Kms (years/distance whichever comes first),,Internal,110,,,TRUE,Digital,Front,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Nano Genx,Xma,314815,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,21.9,,710,5,180,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325,1315,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,TRUE,4,Fabric,Automatic,2230,4 B X 12,,TRUE,Not on offer,,TRUE,2 years /75000 Kms (years/distance whichever comes first),,Internal,94,,,TRUE,Digital,Not on offer,TRUE,Front,TRUE,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,TRUE,4,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,D,279650,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,TRUE,5,Fabric,Manual,2348,80/155R13,,TRUE,Not on offer,,TRUE,2 years / Unlimited Kms,,Internal,222,,,TRUE,,Not on offer,TRUE,,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,T,351832,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,TRUE,5,Fabric,Manual,2348,80/155R13,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,Internal,222,TRUE,TRUE,TRUE,,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,A,333419,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,TRUE,5,Fabric,Manual,2348,80/155R13,,TRUE,Not on offer,,TRUE,2 years / Unlimited Kms,,Internal,222,,,TRUE,,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,S,362000,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,TRUE,5,Fabric,Manual,2348,80/155R13,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"With Remote, Internal",222,TRUE,,TRUE,,Not on offer,TRUE,,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,1.0 S,390000,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,,,22.5,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,TRUE,5,Fabric,Manual,2348,80/155R13,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"With Remote, Internal",222,TRUE,,TRUE,,Front,TRUE,TRUE,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datsun,Redi-Go,1.0 S Amt,437065,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,,,23,,,5,185,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,155/80R13,155/80R13,Electric Power,Only Front Windows,,TRUE,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,TRUE,5,Fabric,Automatic,2348,155/80R13,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,,"Internal, With Remote",222,TRUE,TRUE,TRUE,,Front,TRUE,Front,TRUE,2 Years/Unlimited Kms (Whichever comes earlier),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,Rear sensors,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxe 0.8,353290,799,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,,669,6,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300,,,TRUE,,Front,,Front,TRUE,,,Internal,Digital,Manual,Digital,TRUE,,TRUE,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Std 0.8,283290,799,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2442,165/70 R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300,,,,,Front,,Front,TRUE,,,Internal,Digital,Manual,Digital,TRUE,,TRUE,,Not Applicable,Heater,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,Driver frontal airbag,,TRUE,TRUE,TRUE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxl 0.8,383290,799,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,TRUE,TRUE,TRUE,,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt 0.8,413290,799,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1580,Hatchback,5,25.17,,25.17,,669,5,184,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,TRUE,,TRUE,,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,,,TRUE,,,,Touch Sensitive,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt 1.0,433290,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,
Renault,Kwid,Climber 1.0 Mt,454490,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,Front Row,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,
Renault,Kwid,Rxt Amt 1.0,463290,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,,669,,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,TRUE,5,Fabric,Automatic,2422,165/70 R14,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,,,TRUE,Internal,300,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,,Front Row,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,TRUE,,,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,
Renault,Kwid,Climber Amt 1.0,484490,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,,669,,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,TRUE,5,Fabric,Automatic,2422,165/70 R14,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,,,TRUE,Internal,300,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,Front Row,,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,
Renault,Kwid,Rxt (O) 1.0,440990,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,
Renault,Kwid,Rxt (O) Amt 1.0,470990,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,TRUE,5,Fabric,Automatic,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,
Renault,Kwid,Climber (O) Mt 1.0,462190,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,,669,5,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,TRUE,5,Fabric,Manual,2422,165/70 R14,,TRUE,CD Player with USB & Aux-in,TRUE,,"2 Years / 50,000 Kms (Whichever comes earlier)",TRUE,Internal,300,,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,
Renault,Kwid,Climber (O) Amt 1.0,492190,999,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,,669,,184,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,TRUE,5,Fabric,Automatic,2422,165/70 R14,,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,,,TRUE,Internal,300,TRUE,TRUE,TRUE,Digital,Front,,Front,TRUE,,TRUE,Internal,Digital,Manual,Digital,TRUE,,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,,TRUE,,,,,TRUE,,,,,,,TRUE,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,,,,,Rear sensors with camera,,TRUE,,,,Touch Sensitive,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,
