Make,Model,Variant,Ex-Showroom_Price(Rs),Displacement(cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(litres),Fuel_Type,Height(mm),Length(mm),Width(mm),Body_Type,Doors,City_Mileage(km/litre),Highway_Mileage(km/litre),ARAI_Certified_Mileage(km/litre),ARAI_Certified_Mileage_for_CNG(km/litre),Kerb_Weight(Kg),Gears,Ground_Clearance(mm),Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track(mm),Rear_Track(mm),Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(Litres),CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius(meter),Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Iobilizer,High_Speed_Alert_System,Lane_Watch_CameraSide_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recoended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Mahindra,Nuvosport,N4 +,832415,1493,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1870,3985,1850,SUV,5,13.8,17.21,17.21,,,5,,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,Electric Power,,,,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,TRUE,7,Fabric,Manual,2760,215/65R16,,TRUE,Not on offer,,TRUE,,,Internal,412,,TRUE,TRUE,Digital,Front,,Front & Rear,TRUE,,,Internal,Analog,Manual,Analog + Digital,,5.5,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,2220,"Front passenger frontal airbag, Driver frontal airbag",,TRUE,,,2,,Rake,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,
Mahindra,Nuvosport,N6 Amt,972359,1493,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1870,3985,1850,SUV,5,12.8,16.21,16.21,,,5,180,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,TRUE,7,Fabric,Automatic,2760,215/65R16,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,,Internal,412,TRUE,TRUE,TRUE,Digital,Front,,Front & Rear,TRUE,,TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.5,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,,,,TRUE,TRUE,Front Row,2220,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,,2,,Rake,,,,TRUE,TRUE,,,TRUE,,Multifunction Steering Wheel,,,,,,,Cup Holders,,,,,,TRUE,,,,,,,,,,,,,
Mahindra,Nuvosport,N8 Amt,1048603,1493,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1870,3985,1850,SUV,5,12.8,16.21,16.21,,,5,180,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",,,215/65R16,215/65R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2760,215/65R16,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,412,TRUE,TRUE,TRUE,Digital,Front & Rear,,Front & Rear,TRUE,,TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.5,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,Front Row,2220,"Driver frontal airbag, Front passenger frontal airbag",,TRUE,TRUE,,2,,Rake,,,Rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,,,,,,,Cup Holders,,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,
Nissan,Kicks,Xl Petrol,955000,1498,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1651,4384,1813,SUV,5,,,14.23,,,6,210,,,,,,,,,TRUE,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,TRUE,TRUE,TRUE,TRUE,5,,Manual,2673,,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,TRUE,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors,TRUE,TRUE,,,,TRUE,,,TRUE,Electric Adjustment,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,
Nissan,Kicks,Xv Petrol,1095000,1498,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Petrol,1651,4384,1813,SUV,5,,,14.23,,,6,210,,,,,,,,,TRUE,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,,TRUE,,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,TRUE,TRUE,TRUE,Electric Adjustment,,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,
Nissan,Kicks,Xl Diesel,1109000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Remote,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Manual,400,TRUE,TRUE,TRUE,Analog,TRUE,TRUE,TRUE,TRUE,,TRUE,Internal,TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,Electric Adjustment,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,
Nissan,Kicks,Xv Diesel,1251000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Remote,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,TRUE,TRUE,TRUE,Electric Adjustment,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,
Nissan,Kicks,Xv Premium,1369000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Smart Key,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,TRUE,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,TRUE,,,Rear sensors with camera,TRUE,TRUE,,,,Touch Sensitive,,TRUE,TRUE,Electric Adjustment,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,
Nissan,Kicks,Xv Premium (O),1465000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Smart Key,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,,Fully automatic climate control,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,TRUE,,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Front & rear sensors with 360 degree view,TRUE,TRUE,,,,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,
Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Smart Key,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,"Manual, Internal",400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,"Internal, Manual",TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,,Fully automatic climate control,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,TRUE,,All Rows,,"Front passenger frontal airbag, Curtain airbags, Driver frontal airbag",TRUE,TRUE,TRUE,,7,,Rake,,,Front & rear sensors with 360 degree view,TRUE,TRUE,,,,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,
Nissan,Kicks,Xe Diesel,989000,1461,4,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50,Diesel,1651,4384,1813,SUV,5,,,20.45,,,6,210,,,,,,,,,TRUE,All Windows,,Remote,110PS@3850rpm,240Nm@1750rpm,TRUE,TRUE,TRUE,TRUE,5,Fabric,Manual,2673,,,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Manual,400,TRUE,TRUE,TRUE,Analog,TRUE,TRUE,TRUE,TRUE,,TRUE,Internal,TRUE,,Analog + Digital,TRUE,5.2,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,,2,,Rake,,,Rear sensors,TRUE,TRUE,,,,TRUE,,,TRUE,Electric Adjustment,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,
Tata,Winger,15S,1205000,2200,4,,FWD (Front Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,60,Diesel,2670,5458,1905,MUV,5,,,,,2275,5,180,Solid Disc,Drum,McPherson strut with coil spring,"Double parabolic leaf spring, Hydraulic telescopic",,,"195 R15 LT, 8PR Radial","195 R15 LT, 8PR Radial",Hydraulic Power,,,,73.5kW@4000rpm,190Nm@1250-3500rpm,Analog,Analog,Analog,TRUE,16,Fabric,Manual,3488,"195 R15 LT, 8PR Radial",,TRUE,Not on offer,,TRUE,,,Internal,,,,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,,,Internal,TRUE,,Analog,TRUE,6750,,Driver & Front Passenger,Not Applicable,TRUE,,,,,,,,,,,,,,,,,,3475,,TRUE,,TRUE,,,,Rake,,,,,,,,,,,TRUE,,Manual Adjustment,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Hyundai,Kona Electric,Premium,2371858,,,,FWD (Front Wheel Drive),,,"Front, Longitudinal",,,Electric,1570,4180,1800,SUV,5,,,,,,Single Speed Reduction Gear,160,Ventilated Disc,Ventilated Disc,Mcpherson strut Type,Multi - link,,,215/55 R17,215/55 R17,Electric Power,All Windows,TRUE,Smart Key,136 bhp,395 Nm,Digital,Digital,Digital,2,4,Leather,Automatic,2600,17,TRUE,TRUE,USB & Aux-in,TRUE,,,TRUE,"With Remote, Internal",,,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Digital,TRUE,,TRUE,Driver & Front Passenger,,2 Zone Climate Control,TRUE,TRUE,,TRUE,,TRUE,"Comfort, Eco, Sport",TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,Automatic,TRUE,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",TRUE,TRUE,TRUE,,6,,"Rake, Reach",,,"Rear sensors, Rear sensors with camera",TRUE,TRUE,TRUE,TRUE,,Touch Sensitive,TRUE,TRUE,TRUE,Electric Adjustment,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,TRUE,,462 km/full charge
Toyota,Camry,Hybrid,3788000,2487,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Hybrid,1455,4885,1840,Sedan,4,,,23.2,,1665,,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Double wishbones,1580,1605,235/45R18,235/45R18,Electric Power,All Windows,"True, with memory",Smart Key,178PS@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Analog,TRUE,5,Leather,Automatic,2825,235/45R18,TRUE,2,DVD Player with USB & Aux-in,TRUE,TRUE,3 years /100000 Kms (years/distance whichever comes first),TRUE,"Internal, With Remote",,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,Not Applicable,3 Zone climate control,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,All Rows,2100,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",TRUE,TRUE,TRUE,TRUE,9,,"Rake, Reach",,,Rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Audio Controls,,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Audi,A5,Sportback,6061200,1968,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1386,4733,1843,Sedan,4,,,19.2,,2115,7,,Ventilated Disc,Ventilated Disc,,,,,245/40 R18,245/40 R18,TRUE,All Windows,Power seats,Smart Key,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,TRUE,Digital,TRUE,2,5,Leather,Automatic,,245/40 R18,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,,TRUE,Internal,54,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,"Analog, Digital",Automatic,Analog + Digital,TRUE,,TRUE,Driver & Front Passenger,,Fully automatic climate control,,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,"Front Row, Second Row",1670,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",TRUE,TRUE,TRUE,TRUE,6,,"Rake, Reach",,,TRUE,TRUE,TRUE,,,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Semi Automatic Adjustment,TRUE,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Land Rover,Discovery,3.0 Hse Diesel,10205494,2993,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5,,,18,,,8,,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.4,1686.6,255/55 R20,255/55 R20,Electro-Hydraulic,All Windows,"True, with memory",Smart Key,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2922,255/55 R20,TRUE,TRUE,DVD Player with USB & Aux-in,TRUE,TRUE,3 Years / 100000 km (whichever comes first),TRUE,"Internal, With Remote",258,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,5.9,TRUE,Driver & Front Passenger,,3 Zone climate control,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",TRUE,TRUE,TRUE,TRUE,8,,"Rake, Reach",,,Front and rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,,All,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Land Rover,Discovery,3.0 Se Diesel,9689321,2993,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5,,,18,,,8,,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.4,1686.6,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"True, with memory",Smart Key,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2922,255/55 R19,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,3 Years / 100000 km (whichever comes first),TRUE,"Internal, With Remote",258,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,11.6,TRUE,Driver & Front Passenger,,Fully automatic climate control,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",TRUE,TRUE,TRUE,TRUE,8,,"Rake, Reach",,,Front and rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Cup Holders,,TRUE,TRUE,,All,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Land Rover,Discovery,3.0 Hse Petrol,8433741,2995,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,89,Petrol,1846,4988,2200,SUV,5,,,9.17,,,8,,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,,,255/55 R20,255/55 R20,Electro-Hydraulic,All Windows,"True, with memory",Smart Key,394PS@3750rpm,450Nm@3500-5000RPM,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2922,255/55 R19,TRUE,TRUE,DVD Player with USB & Aux-in,TRUE,TRUE,3 Years / 100000 km (whichever comes first),TRUE,"With Remote, Internal",258,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,5.9,TRUE,Driver & Front Passenger,,3 Zone climate control,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",TRUE,TRUE,TRUE,TRUE,8,,"Rake, Reach",,,Front and rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,,All,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Land Rover,Discovery,3.0 Se Petrol,8077550,2995,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,89,Petrol,1846,4988,2200,SUV,5,,,9.17,,,8,,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.4,1686.6,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"True, with memory",Smart Key,394PS@3750rpm,450Nm@3500-5000RPM,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2922,255/55 R19,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,3 Years / 100000 km (whichever comes first),TRUE,"With Remote, Internal",258,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,11.6,TRUE,Driver & Front Passenger,,Fully automatic climate control,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",TRUE,TRUE,TRUE,TRUE,8,,"Rake, Reach",,,Front and rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Cup Holders,,TRUE,TRUE,,All,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Land Rover,Discovery,3.0 S Diesel,8877094,2993,6,4,4WD,V,BS IV,"Front, Longitudinal",Injection,85,Diesel,1846,4988,2200,SUV,5,,,18,,,8,,Ventilated Disc,Ventilated Disc,Air suspension,Air suspension,1692.4,1686.6,255/55 R19,255/55 R19,Electro-Hydraulic,All Windows,"True, with memory",,258PS@3750rpm,600Nm@2000rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2922,255/55 R19,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,3 Years / 100000 km (whichever comes first),TRUE,"With Remote, Internal",258,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,,TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,,TRUE,Driver & Front Passenger,,2 Zone Climate Control,,TRUE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,All Rows,,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",TRUE,TRUE,TRUE,TRUE,8,,"Rake, Reach",,,Front and rear sensors with camera,TRUE,TRUE,,,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,Cup Holders,,TRUE,TRUE,,All,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
